dbn,school_name,num of sat test takers,sat critical reading avg. score,sat math avg. score,sat writing avg. score,avg_sat_score,ap test takers,total exams taken,number of exams with scores 3 4 or 5,exams_per_student,high_score_percent,avg_class_size,frl_percent,total_enrollment,ell_percent,sped_percent,selfcontained_num,asian_per,black_per,hispanic_per,white_per,male_per,female_per,total cohort,grads_percent,dropout_percent,boro,lat,long,d75,studentssurveyed,schooltype,rr_s,rr_t,rr_p,nr_s,nr_t,nr_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,59,436,427,424,1287,14,21,NA,1.5,NA,28,45,474,1.7,9.1,4,9.3,73.8,14.1,1.3,47.3,52.7,103,78.6,2.9,Queens,40.6682322880004,-73.75683989399965,0,Yes,High School,86,100,32,435,26,428,7.8,7.3,7.3,7.7,7.2,7.7,7.8,7.9,5.9,5.5,6.2,7.1,7,6.8,7.1,7.6
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,43,370,367,363,1100,40,43,NA,1.075,NA,24,51.2,473,1.9,14.4,25,3.4,84.1,10.4,0.8,43.1,56.9,36,77.8,13.9,Queens,40.6682322880004,-73.75683989399965,0,Yes,Middle / High School,83,100,18,403,27,373,8.1,7.6,7.5,7.7,7.9,8.5,7.9,8.4,7,7.2,7.2,7.9,7.6,7.8,7.5,8
29Q326,CAMBRIA HEIGHTS ACADEMY,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,22,71.1,147,2,13.6,5,3.4,87.1,7.5,2,55.1,44.9,NA,NA,NA,Queens,40.7118182200004,-73.77119187599965,0,Yes,High School,95,100,93,74,7,72,8.7,8.1,7.7,7.9,8.6,8.5,9.1,9.3,7.1,6.8,7.3,7.8,8.1,7.8,8.1,8.3
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",78,400,426,394,1220,22,31,8,1.4090909090909092,25.806451612903224,24,47.9,412,5.1,10.4,22,6.8,79.6,11.9,0.7,60.4,39.6,108,67.6,9.300000000000002,Queens,40.6955363360004,-73.73491834199967,0,Yes,High School,87,87,74,408,23,391,7.6,7.2,7.3,7.3,6.2,5,5.2,5.7,6,5.5,6.1,6.9,6.6,5.9,6.2,6.7
29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",52,385,377,377,1139,2.5,NA,NA,NA,NA,28,45.1,454,2.9,13.9,36,4.4,83.3,10.6,0.9,48.7,51.3,125,57.6,10.4,NA,NA,NA,0,Yes,High School,77,100,24,396,22,388,7,6.8,6.7,7.2,7.7,8.2,8.3,8.6,5.3,5.2,5.4,6.4,6.7,6.7,6.8,7.4
29Q496,"BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP HIGH SCHOOL",49,379,414,359,1152,2.5,NA,NA,NA,NA,32,43.5,353,6.5,19,30,6.2,85.3,5.4,0.8,67.1,32.9,116,44.8,19,NA,NA,NA,0,Yes,High School,85,100,48,348,19,334,7.5,7.4,7.3,7.5,8.7,8.7,8.9,9.1,5.7,5.7,6.1,6.9,7.3,7.3,7.4,7.8
29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,62,393,381,377,1151,2.5,NA,NA,NA,NA,28,51.5,481,3.5,14.8,9,4,85.9,8.5,1.5,42.8,57.2,94,76.6,6.4,Queens,40.6955363360004,-73.73491834199967,0,Yes,High School,75,92,60,428,26,413,6.8,6.8,7,7.1,7.4,7.6,8.1,8.4,5.5,5.2,5.9,6.7,6.6,6.5,7,7.4
30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,22,68.1,495,5.5,5.3,1,39.2,4.2,40.4,16.2,0,100,NA,NA,NA,Queens,40.7712508960004,-73.92460167099966,0,Yes,Middle / High School,99,100,85,427,28,388,8.9,8,8.1,8.2,7.5,6.6,7.1,7.6,8.1,7.1,7.7,8.3,8.1,7.2,7.7,8
30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,98,410,440,405,1255,2.5,NA,NA,NA,NA,22,54.1,419,2.9,14.6,4,6,20.5,53.5,18.9,53.2,46.8,NA,NA,NA,Queens,40.7411373280004,-73.94968859899967,0,Yes,High School,96,100,64,308,25,304,9,8.8,8.2,8.8,8.1,8.6,8.5,8.9,7.3,6.8,7.7,8.1,8.2,8.1,8.1,8.6
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,395,414,449,412,1275,243,330,97,1.3580246913580247,29.393939393939394,29,33.7,2945,17.9,12.1,176,28.9,7.3,48.8,14.5,53.7,46.3,810,55.4,13.6,Queens,40.7581246750004,-73.91033330899967,0,Yes,High School,79,82,23,2873,169,2670,7.5,7,7.1,7.3,7.5,6.6,7.4,7.7,6.6,5.6,6.5,7.2,7.2,6.4,7,7.4
30Q450,LONG ISLAND CITY HIGH SCHOOL,392,403,420,395,1218,406,805,169,1.9827586206896552,20.99378881987578,25,62.8,3386,13.2,13.8,186,13.2,11.4,62.7,12.5,51.3,48.7,718,58.5,12.8,Queens,40.76576393800047,-73.93272598499965,0,Yes,High School,70,81,9,3347,203,3179,6.9,6.4,6.7,6.7,6.6,6.7,7.3,7.4,5.6,5.4,6,6.7,6.3,6.1,6.7,7
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,174,504,496,494,1494,108,136,38,1.2592592592592593,27.941176470588236,28,29.7,756,0.1,1.9,0,8.7,16.9,27.2,46.3,30,70,171,94.7,1.8,Queens,40.7565280740004,-73.92514064399967,0,Yes,High School,88,76,50,723,46,710,8.4,7.3,7.5,7.5,7.3,5.6,5.8,6.6,7,5.8,6.3,7.1,7.6,6.2,6.5,7.1
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,148,407,434,398,1239,51,74,13,1.4509803921568627,17.56756756756757,27,73.7,917,9.6,16,44,15.6,18.1,56.6,9.4,71.8,28.2,267,67.4,12.4,Queens,40.7479235230004,-73.94656565899965,0,Yes,High School,91,95,49,916,61,895,8,7.3,7.2,7.4,7,6.5,6.2,7,6.5,6.1,6.6,7.1,7.1,6.6,6.7,7.2
30Q555,NEWCOMERS HIGH SCHOOL,143,323,475,329,1127,119,163,140,1.3697478991596639,85.88957055214725,27,81.2,932,90.3,0,NA,48.3,5.6,43.5,2.6,53.2,46.8,214,66.4,14.5,Queens,40.75138083400048,-73.93744971899963,0,Yes,High School,85,92,35,1013,72,908,8.4,7.6,7.3,7.7,8.1,6.6,7,8,7.4,5.6,6.6,7,8,6.6,7,7.5
30Q575,ACADEMY OF AMERICAN STUDIES,135,487,492,491,1470,101,170,119,1.683168316831683,70,31,52.4,704,5.7,8,7,29.1,6.8,34.7,29.4,45,55,155,80.6,1.9,Queens,40.75130057800049,-73.93742387699967,0,Yes,High School,96,88,27,671,41,650,8.1,7.3,7.4,7.6,7.2,6.7,6.9,7.5,6.8,6,6.8,7.7,7.4,6.7,7,7.6
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,61,524,568,544,1636,2.5,NA,NA,NA,NA,20,32.2,440,0,0.2,0,34.8,3.2,24.3,37.3,44.8,55.2,72,98.6,1.4,Queens,40.7551748330004,-73.92682361399966,0,Yes,Middle / High School,97,55,39,401,31,392,8.8,7.3,7.4,8.1,8.2,6,6,7.1,8,7.1,7.4,8.4,8.3,6.8,7,7.9
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,137,452,451,450,1353,2.5,NA,NA,NA,NA,26,29,532,0.2,13.9,7,11.5,12,17.9,58.5,41.5,58.5,80,95,1.3,Staten Island,40.5820220260004,-74.15784841899966,0,Yes,High School,94,94,52,519,33,499,8.5,8,7.7,7.8,7.2,6.5,6.7,7.4,6.9,5.9,6.5,7.2,7.6,6.8,7,7.5
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,61,398,412,385,1195,2.5,NA,NA,NA,NA,24,35.4,408,1,22.8,4,5.9,15.7,17.6,60,52,48,NA,NA,NA,Staten Island,40.5820220260004,-74.15784841899966,0,Yes,High School,95,92,52,300,25,282,8,7.8,7.5,7.5,6.1,6.4,6.5,7.5,6.4,6.4,6.7,7.2,6.9,6.8,6.9,7.4
31R080,THE MICHAEL J. PETRIDES SCHOOL,107,472,488,466,1426,162,243,66,1.5,27.160493827160494,30,32.3,1308,1.6,18.5,33,8.1,18.8,16.9,55.9,49.2,50.8,113,88.5,2.7,Staten Island,40.6074530240004,-74.10148222999965,0,Yes,Elementary / Middle / High School,96,86,40,786,73,1159,8.1,7.3,7.5,7.7,7,6.8,7.4,7.8,6.7,6.2,7.3,7.6,7.3,6.8,7.4,7.7
31R440,NEW DORP HIGH SCHOOL,391,424,437,416,1277,96,118,62,1.2291666666666667,52.54237288135594,28,42.3,2658,5.9,16.9,151,7,12.1,27.3,53.3,52.5,47.5,509,73.7,8.800000000000002,Staten Island,40.569182427,-74.10730080799965,0,Yes,High School,90,100,31,2408,127,2197,7.7,7.4,7.4,7.5,7.6,7.9,8.1,8.1,6.1,5.7,6.4,6.9,7.1,7,7.3,7.5
31R445,PORT RICHMOND HIGH SCHOOL,271,424,438,417,1279,194,304,76,1.5670103092783505,25,28,53.3,2151,5.3,20.9,172,6.8,30.9,37.6,24.2,54.8,45.2,519,63.6,10.6,Staten Island,40.6338429870004,-74.14210688899965,0,Yes,High School,74,68,16,2119,120,1901,7.1,7.2,7.3,7.4,6.7,6.8,7,7.7,5.2,5.1,5.7,6.6,6.4,6.4,6.6,7.2
31R450,CURTIS HIGH SCHOOL,375,437,435,429,1301,247,295,90,1.194331983805668,30.508474576271187,27,54.3,2552,6.1,14.7,172,7.3,38.4,31.9,21.8,46.4,53.6,649,69.2,9.700000000000001,Staten Island,40.6447449010004,-74.08134127399967,0,Yes,High School,77,85,39,2424,141,2220,7.1,7.1,7.4,7.6,7,7.1,7.6,7.9,6,5.8,6.6,7.2,6.7,6.7,7.2,7.6
31R455,TOTTENVILLE HIGH SCHOOL,807,462,486,470,1418,396,687,206,1.7348484848484849,29.985443959243085,30,18.4,3875,1.4,13.9,153,5.4,2.1,9.9,82.1,49.6,50.4,1069,82,8.1,Staten Island,40.52822876700048,-74.19215369799963,0,Yes,High School,85,94,30,3726,201,3291,7.6,7,7.4,7.4,7.7,7.5,7.8,8,7.1,6.2,7.5,7.8,7.4,6.9,7.5,7.7
31R460,SUSAN E. WAGNER HIGH SCHOOL,535,455,474,459,1388,279,408,175,1.4623655913978495,42.8921568627451,29,41.4,3243,3.4,18.8,308,14.6,11.3,24.1,49.4,50.8,49.2,912,75.9,8,Staten Island,40.5986523860004,-74.12310475899966,0,Yes,High School,92,98,36,3088,158,2773,7.5,7,7.3,7.5,7.5,7.7,7.7,8.3,6.7,6.2,7.1,7.5,7.3,7,7.4,7.8
31R470,CONCORD HIGH SCHOOL,10,466,455,414,1335,2.5,NA,NA,NA,NA,22,56.9,179,2.2,17.3,3,1.7,38,39.7,19.6,45.8,54.2,52,34.6,21.2,NA,NA,NA,0,Yes,High School,78,100,70,135,13,128,8.6,8.2,8,8.2,8.7,8.5,8.6,9.1,8,6.9,7.4,8,8.4,7.9,8,8.4
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,94,416,422,397,1235,2.5,NA,NA,NA,NA,28,59.7,675,3.6,26.2,69,4.6,40.3,33.2,21.6,67.1,32.9,175,55.4,9.700000000000001,Staten Island,40.64274104400044,-74.07871106299967,0,Yes,High School,87,96,46,712,48,689,7.6,7.1,7.1,7.5,6.4,6.5,6.6,6.9,6,5.8,6.2,6.8,6.7,6.5,6.6,7.1
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,227,635,682,636,1953,528,905,809,1.7140151515151516,89.39226519337016,30,17,1104,0.1,0.5,0,31.8,1.1,5.3,61.3,57,43,288,99.7,0,Staten Island,40.56791300300045,-74.11536224299965,0,Yes,High School,99,100,93,1018,54,976,8.8,8,8,8.3,8.9,8.2,8.5,9,8.2,7.4,7.8,8.5,8.6,7.8,8.1,8.6
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,50,380,366,352,1098,2.5,NA,NA,NA,NA,22,88.7,362,32.9,17.7,36,0.6,21,77.1,0.8,50,50,99,66.7,10.1,Brooklyn,40.69696184800045,-73.91081593899963,0,Yes,High School,87,88,29,337,25,316,8.1,8.3,7.9,8.4,6.1,5.6,6.2,7.2,5.8,5.7,6.1,7.1,6.7,6.5,6.8,7.6
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE–BUSHWICK,88,384,409,361,1154,47,64,13,1.3617021276595744,20.3125,23,86.9,606,15.3,12.2,30,1.7,9.2,88.1,0.7,52.1,47.9,161,62.7,3.7,Brooklyn,40.69448184500049,-73.92915352799963,0,Yes,High School,80,57,34,633,49,595,8,7.5,7.5,7.8,5.8,2.4,3.4,4.8,6.4,5.8,6.2,7,6.7,5.2,5.7,6.5
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,75,348,353,334,1035,2.5,NA,NA,NA,NA,23,75.1,434,18.2,18.4,23,0.5,28.3,68.7,1.8,48.4,51.6,97,76.3,9.300000000000002,Brooklyn,40.69696184800045,-73.91081593899963,0,Yes,High School,73,88,41,402,34,389,8.2,8.1,7.9,8.3,7.3,7.7,8.1,8.5,6.5,5.9,6.6,7.3,7.3,7.2,7.5,8.1
32K552,ACADEMY OF URBAN PLANNING,67,342,364,354,1060,76,100,10,1.3157894736842106,10,24,77.1,398,23.9,22.1,47,1.5,26.4,70.4,1,54.5,45.5,115,47.8,8.700000000000001,Brooklyn,40.69696184800045,-73.91081593899963,0,Yes,High School,59,49,31,434,35,413,7.9,7.9,7.7,8,6.4,5.8,7,7.1,6.4,5.7,6.7,7.3,6.9,6.5,7.1,7.4
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,39,428,465,422,1315,7,8,NA,1.1428571428571428,NA,18,81.4,263,2.7,4.9,2,5.3,12.9,79.5,1.5,52.1,47.9,43,83.7,4.7,Brooklyn,40.6974077960004,-73.91315346199963,0,Yes,Middle / High School,88,81,38,235,16,213,9.4,8.6,8.5,8.7,9.6,8.4,9.1,9.6,8.9,7.1,8.4,8.9,9.3,8.1,8.7,9.1
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,23,347,358,350,1055,34,35,18,1.0294117647058822,51.42857142857142,25,88,462,18.2,18.6,51,0.9,21.2,77.3,0,53.2,46.8,117,55.6,18.8,Brooklyn,40.6949957630004,-73.92798626699965,0,Yes,High School,67,71,35,485,34,466,8.5,7.9,7.8,8.1,7.1,7.1,7.6,7.7,6.6,6,6.7,7.3,7.4,7,7.4,7.7
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,24,359,317,358,1034,2.5,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,7.8,40.6,NA,NA,NA,0,Yes,High School,61,100,37,351,27,325,9.2,8.1,8,8.2,8.2,6.6,7.5,8,8.3,6.5,7.6,8.1,8.6,7,7.7,8.1
75K371,P.S. 371 s LILLIAN L. RASHKIS,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,District 75 Special Education,44,93,45,189,68,314,8.5,8,7.9,7.8,7.1,7.5,7.3,7.7,6,6.4,7,7.2,7.2,7.3,7.4,7.6
75M035,P.S. 035,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,District 75 Special Education,25,73,18,204,48,217,8.7,8.3,8.4,8.7,6.1,5.9,6.4,6.8,6.4,6.2,7.2,7.4,7,6.8,7.3,7.6
75Q256,P.S. Q256,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,District 75 Special Education,88,93,46,221,113,402,8.6,8,8.1,8.4,7.1,7.4,7.1,8,6.7,6.5,7.4,7.5,7.5,7.3,7.5,7.9
75Q811,P.S. Q811,32,429,444,433,1306,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,District 75 Special Education,75,71,34,134,69,331,8.8,8,7.9,8.2,8.5,8,7.8,8.2,8.1,7.3,8.4,8.2,8.5,7.8,8,8.2
75R025,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,District 75 Special Education,57,75,21,416,93,454,8.1,7.5,7.4,7.5,7.3,7.7,6.6,7.8,6.9,5.9,6.9,7.3,7.4,7,6.9,7.6
75X012,P.S. X012 LEWIS AND CLARK SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,District 75 Special Education,19,47,9,191,53,190,5.8,6.5,6.3,5.9,4.6,5.6,5.2,5.3,5.7,5.7,6.8,6.5,5.2,5.8,5.8,5.8
75X754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,District 75 Special Education,63,93,22,530,88,553,8.3,7.5,7.5,7.8,6.7,6.5,6.6,7.1,6.8,6.6,7.6,7.7,7.2,6.9,7.3,7.5
